LOCALIDAD	CIUDAD_BASE	LATITUD	LONGITUD	DEMANDA_PALLETS_ANUAL	POBLACION_ESTIMADA	TIPO_LOCALIDAD	CLASIFICACION_ABC	REGION	ZONA_GEOGRAFICA	DENSIDAD_DEMANDA
Urbanización Este 28	Chiclayo	-6.721587	-79.889763	6511	69764	Urbano	A	Lambayeque	Costa	0.07
Urbanización Norte 29	Cusco	-13.482823	-71.990442	2442	676	Comercial	A	Cusco	Sierra	0.11
Centro Central 30	Quito	-0.171397	-78.460115	2295	39054	Urbano	A	Pichincha	Sierra	0.1
Centro Industrial 31	Iquitos	-3.825765	-73.209907	248	4598	Urbano	C	Loreto	Selva	0.08
Anexo Central 32	La Paz	-16.477409	-68.135948	155	2518	Urbano	C	La Paz	Altiplano	0.12
Anexo Bajo 33	Cartagena	10.361589	-75.610057	161	2988	Rural	C	Bolívar	Caribe	0.11
Barrio Alto 34	Trujillo	-8.154228	-79.095362	856	7800	Urbano	B	La Libertad	Costa	0.15
Centro Oeste 35	Trujillo	-8.059117	-79.110023	958	331	Comercial	B	La Libertad	Costa	0.13
Pueblo Nuevo 36	La Paz	-16.480315	-68.11188	2193	33887	Urbano	A	La Paz	Altiplano	0.11
Urbanización Norte 37	Cusco	-13.579726	-72.011449	132	2141	Rural	C	Cusco	Sierra	0.13
Centro Este 38	Bogotá	4.636506	-74.060743	1045	10939	Urbano	B	Cundinamarca	Andina	0.06
Centro Sur 39	Lima	-11.996845	-77.079573	314	2691	Urbano	C	Lima	Costa	0.14
Caserío Oeste 40	Cuenca	-2.870177	-79.015631	2649	25450	Urbano	A	Azuay	Sierra	0.11
Villa Norte 41	El Alto	-16.560287	-68.214032	2602	677	Comercial	A	La Paz	Altiplano	0.11
Caserío Chico 42	Bogotá	4.70699	-74.011508	2183	793	Comercial	A	Cundinamarca	Andina	0.13
Caserío Central 43	Manta	-1.056316	-80.679405	1178	18958	Urbano	B	Manabí	Costa	0.13
Villa Central 44	Chiclayo	-6.764777	-79.849995	5466	50684	Urbano	A	Lambayeque	Costa	0.09
Anexo Norte 45	Quito	-0.217305	-78.417145	1487	19147	Urbano	B	Pichincha	Sierra	0.09
Centro Viejo 46	Iquitos	-3.73285	-73.300737	3056	121	Comercial	A	Loreto	Selva	0.1
Villa Bajo 47	Cartagena	10.377112	-75.531359	337	4649	Urbano	C	Bolívar	Caribe	0.08
Distrito Industrial 48	La Paz	-16.531078	-68.217644	94	1259	Rural	C	La Paz	Altiplano	0.08
Caserío Sur 49	La Paz	-16.483683	-68.152981	278	5049	Urbano	C	La Paz	Altiplano	0.08
Urbanización Bajo 50	Quito	-0.144581	-78.524038	126	2533	Rural	C	Pichincha	Sierra	0.06
Sector Nuevo 51	Barranquilla	10.96078	-74.759691	4149	35693	Urbano	A	Atlántico	Caribe	0.1
Distrito Central 52	Trujillo	-8.101121	-79.133139	302	3805	Urbano	C	La Libertad	Costa	0.09
Urbanización Industrial 53	Medellín	6.253485	-75.578088	92	1774	Rural	C	Antioquia	Andina	0.15
Pueblo Central 54	Chiclayo	-6.727015	-79.779498	58	1375	Rural	C	Lambayeque	Costa	0.1
Barrio Norte 55	Cusco	-13.588636	-71.910011	82	1259	Rural	C	Cusco	Sierra	0.13
Barrio Viejo 56	Quito	-0.166719	-78.434618	1050	8832	Urbano	B	Pichincha	Sierra	0.09
Anexo Viejo 57	Bogotá	4.674315	-74.139807	37	816	Rural	C	Cundinamarca	Andina	0.09
Zona Comercial Grande 58	Lima	-12.029848	-77.063259	1266	14645	Urbano	B	Lima	Costa	0.14
Anexo Bajo 59	Medellín	6.283832	-75.607225	2225	36176	Urbano	A	Antioquia	Andina	0.06
Sector Chico 60	Medellín	6.318084	-75.450196	1481	24436	Urbano	B	Antioquia	Andina	0.14
Anexo Bajo 61	Lima	-12.082315	-76.987072	4669	75275	Urbano	A	Lima	Costa	0.12
Anexo Norte 62	Quito	-0.189342	-78.45886	96	1207	Rural	C	Pichincha	Sierra	0.14
Zona Comercial Norte 63	Cuenca	-2.980916	-78.980068	3305	44394	Urbano	A	Azuay	Sierra	0.08
Sector Industrial 64	Chiclayo	-6.738159	-79.782962	9394	81248	Urbano	A	Lambayeque	Costa	0.09
Urbanización Sur 65	Santa Cruz	-17.736615	-63.106768	2251	21364	Urbano	A	Santa Cruz	Llanos	0.09
Villa Norte 66	Manta	-0.903524	-80.706372	959	10780	Urbano	B	Manabí	Costa	0.11
Sector Oeste 67	Quito	-0.233821	-78.485228	922	16790	Urbano	B	Pichincha	Sierra	0.08
Sector Grande 68	El Alto	-16.524222	-68.122353	2491	23219	Urbano	A	La Paz	Altiplano	0.1
Distrito Oeste 69	Trujillo	-8.106419	-79.057279	1852	17504	Urbano	B	La Libertad	Costa	0.12
Barrio Oeste 70	Cartagena	10.359214	-75.476768	19	446	Rural	C	Bolívar	Caribe	0.09
Pueblo Grande 71	Huancayo	-12.145293	-75.149955	3223	41388	Urbano	A	Junín	Sierra	0.06
Anexo Alto 72	Guayaquil	-2.088197	-79.887775	40	1575	Rural	C	Guayas	Costa	0.12
Sector Sur 73	Bogotá	4.686951	-74.02444	1282	17895	Urbano	B	Cundinamarca	Andina	0.07
Centro Norte 74	Cusco	-13.521324	-72.028783	3241	38311	Urbano	A	Cusco	Sierra	0.1
Urbanización Industrial 75	Cochabamba	-17.415132	-66.163851	1536	19517	Urbano	B	Cochabamba	Valles	0.06
Centro Norte 76	Medellín	6.226946	-75.586818	4273	51876	Urbano	A	Antioquia	Andina	0.09
Zona Comercial Central 77	Santa Cruz	-17.726979	-63.251095	66	1069	Rural	C	Santa Cruz	Llanos	0.13
Villa Bajo 78	Santa Cruz	-17.757202	-63.194319	1815	24675	Urbano	B	Santa Cruz	Llanos	0.09
Sector Bajo 79	Guayaquil	-2.13882	-80.00945	3538	912	Comercial	A	Guayas	Costa	0.1
Pueblo Alto 80	Iquitos	-3.68021	-73.242206	2099	17832	Urbano	A	Loreto	Selva	0.06
Zona Comercial Alto 81	Medellín	6.320912	-75.59411	3123	62108	Urbano	A	Antioquia	Andina	0.13
Barrio Sur 82	Lima	-12.016687	-77.06154	1026	8727	Urbano	B	Lima	Costa	0.06
Pueblo Industrial 83	Lima	-12.090854	-77.044118	219	3176	Urbano	C	Lima	Costa	0.14
Villa Sur 84	Iquitos	-3.789553	-73.214331	2444	28475	Urbano	A	Loreto	Selva	0.09
Pueblo Nuevo 85	Chiclayo	-6.821707	-79.824423	828	12215	Urbano	B	Lambayeque	Costa	0.09
Distrito Grande 86	Bogotá	4.699286	-74.121616	4764	215	Comercial	A	Cundinamarca	Andina	0.12
Zona Comercial Chico 87	Cusco	-13.468977	-71.93215	910	9273	Urbano	B	Cusco	Sierra	0.11
Distrito Viejo 88	Cuenca	-2.948051	-78.943407	1466	19577	Urbano	B	Azuay	Sierra	0.13
Villa Sur 89	Bogotá	4.685907	-74.100018	7	260	Rural	C	Cundinamarca	Andina	0.07
Distrito Norte 90	Cuenca	-2.81164	-78.958084	2700	40655	Urbano	A	Azuay	Sierra	0.08
Centro Viejo 91	Trujillo	-8.046499	-78.974163	2089	18496	Urbano	A	La Libertad	Costa	0.09
Pueblo Central 92	Manta	-0.957002	-80.714174	3869	38803	Urbano	A	Manabí	Costa	0.08
Pueblo Chico 93	Manta	-0.943595	-80.66643	3755	34704	Urbano	A	Manabí	Costa	0.06
Zona Comercial Central 94	La Paz	-16.536242	-68.149388	5328	44827	Urbano	A	La Paz	Altiplano	0.15
Villa Alto 95	Barranquilla	10.934369	-74.726806	3168	35952	Urbano	A	Atlántico	Caribe	0.13
Centro Grande 96	Medellín	6.248836	-75.623039	5948	60698	Urbano	A	Antioquia	Andina	0.09
Anexo Viejo 97	Chiclayo	-6.793252	-79.798027	5139	64676	Urbano	A	Lambayeque	Costa	0.08
Caserío Este 98	Quito	-0.1432	-78.432851	4723	40743	Urbano	A	Pichincha	Sierra	0.13
Zona Comercial Central 99	Cuenca	-2.821474	-78.99937	356	4658	Urbano	C	Azuay	Sierra	0.11
Zona Comercial Chico 100	Manta	-0.942411	-80.693158	1108	10218	Urbano	B	Manabí	Costa	0.13
Sector Norte 101	Cochabamba	-17.434377	-66.107639	1800	15158	Urbano	B	Cochabamba	Valles	0.1
Pueblo Viejo 102	Cartagena	10.328451	-75.503961	939	17477	Urbano	B	Bolívar	Caribe	0.12
Caserío Nuevo 103	Huancayo	-12.023704	-75.082156	4536	55112	Urbano	A	Junín	Sierra	0.06
Zona Comercial Nuevo 104	Bogotá	4.715904	-74.000158	3192	41909	Urbano	A	Cundinamarca	Andina	0.09
Zona Comercial Chico 105	Santa Cruz	-17.785237	-63.258856	3770	553	Comercial	A	Santa Cruz	Llanos	0.14
Barrio Norte 106	Medellín	6.151858	-75.628463	568	5410	Urbano	C	Antioquia	Andina	0.12
Anexo Norte 107	Chiclayo	-6.775724	-79.78693	64	1134	Rural	C	Lambayeque	Costa	0.14
Centro Industrial 108	Cusco	-13.471692	-71.854251	78	2630	Rural	C	Cusco	Sierra	0.06
Sector Industrial 109	Chiclayo	-6.731812	-79.789223	81	1141	Rural	C	Lambayeque	Costa	0.05
Villa Viejo 110	Cali	3.536232	-76.588973	1640	15186	Urbano	B	Valle del Cauca	Pacífico	0.15
Distrito Este 111	Barranquilla	10.918962	-74.757923	3279	754	Comercial	A	Atlántico	Caribe	0.08
Distrito Nuevo 112	Cali	3.470531	-76.672571	2289	456	Comercial	A	Valle del Cauca	Pacífico	0.11
Centro Norte 113	Huancayo	-12.16562	-75.160422	2229	715	Comercial	A	Junín	Sierra	0.1
Urbanización Norte 114	Barranquilla	10.92623	-74.662194	4059	447	Comercial	A	Atlántico	Caribe	0.06
Urbanización Sur 115	Trujillo	-8.114317	-78.967568	2234	24045	Urbano	A	La Libertad	Costa	0.14
Villa Oeste 116	Guayaquil	-2.181486	-79.867106	1936	20755	Urbano	B	Guayas	Costa	0.11
Sector Industrial 117	Lima	-11.933971	-76.988763	75	1684	Rural	C	Lima	Costa	0.11
Sector Bajo 118	Manta	-0.939051	-80.665557	1723	550	Comercial	B	Manabí	Costa	0.1
Distrito Este 119	Trujillo	-8.079504	-79.129921	10876	149170	Urbano	A	La Libertad	Costa	0.11
Centro Industrial 120	Lima	-12.101693	-77.07601	2444	293	Comercial	A	Lima	Costa	0.11
Urbanización Norte 121	Iquitos	-3.747933	-73.202871	3712	42891	Urbano	A	Loreto	Selva	0.11
Villa Oeste 122	Huancayo	-12.119224	-75.238806	918	78	Comercial	B	Junín	Sierra	0.12
Villa Nuevo 123	Cali	3.457818	-76.526387	754	11158	Urbano	C	Valle del Cauca	Pacífico	0.14
Sector Sur 124	Cuenca	-2.968127	-79.019988	2312	30719	Urbano	A	Azuay	Sierra	0.13
Urbanización Este 125	Guayaquil	-2.22056	-79.944884	28	493	Rural	C	Guayas	Costa	0.14
Villa Norte 126	Lima	-12.059179	-76.997326	642	9940	Urbano	C	Lima	Costa	0.14
Anexo Oeste 127	Cuenca	-2.90096	-78.922856	2013	21733	Urbano	A	Azuay	Sierra	0.05
Urbanización Oeste 128	Quito	-0.156818	-78.433788	1165	9864	Urbano	B	Pichincha	Sierra	0.15
Sector Industrial 129	Medellín	6.307586	-75.665271	3305	33017	Urbano	A	Antioquia	Andina	0.12
Villa Nuevo 130	Bogotá	4.750056	-74.09579	2137	22895	Urbano	A	Cundinamarca	Andina	0.13
Pueblo Sur 131	Trujillo	-8.02288	-79.080818	6103	59242	Urbano	A	La Libertad	Costa	0.13
Pueblo Sur 132	La Paz	-16.428436	-68.094449	839	10933	Urbano	B	La Paz	Altiplano	0.08
Villa Central 133	Cusco	-13.659618	-71.939725	1733	20678	Urbano	B	Cusco	Sierra	0.07
Distrito Alto 134	Arequipa	-16.368231	-71.550502	469	4133	Urbano	C	Arequipa	Sierra	0.12
Barrio Grande 135	Quito	-0.199501	-78.408772	2178	29478	Urbano	A	Pichincha	Sierra	0.06
Barrio Norte 136	Iquitos	-3.630755	-73.202003	1238	149	Comercial	B	Loreto	Selva	0.12
Caserío Oeste 137	La Paz	-16.453149	-68.231331	4884	48227	Urbano	A	La Paz	Altiplano	0.1
Sector Nuevo 138	Cuenca	-2.919168	-79.036489	1429	13969	Urbano	B	Azuay	Sierra	0.09
Urbanización Viejo 139	Iquitos	-3.793771	-73.234348	1259	17000	Urbano	B	Loreto	Selva	0.12
Sector Bajo 140	Iquitos	-3.744622	-73.247655	2274	36747	Urbano	A	Loreto	Selva	0.08
Anexo Grande 141	Quito	-0.171883	-78.498316	599	10412	Urbano	C	Pichincha	Sierra	0.09
Caserío Viejo 142	Guayaquil	-2.180835	-79.916182	4423	326	Comercial	A	Guayas	Costa	0.11
Barrio Este 143	Manta	-1.028053	-80.782801	1423	20899	Urbano	B	Manabí	Costa	0.13
Zona Comercial Viejo 144	Iquitos	-3.778885	-73.275547	8998	75821	Urbano	A	Loreto	Selva	0.13
Zona Comercial Bajo 145	Cali	3.424875	-76.539581	1486	18533	Urbano	B	Valle del Cauca	Pacífico	0.14
Villa Viejo 146	Cusco	-13.585352	-71.99352	4493	51034	Urbano	A	Cusco	Sierra	0.14
Zona Comercial Bajo 147	Lima	-12.0661	-76.9898	6715	72897	Urbano	A	Lima	Costa	0.12
Villa Chico 148	Iquitos	-3.672028	-73.270476	5	103	Rural	C	Loreto	Selva	0.08
Barrio Oeste 149	Medellín	6.266798	-75.623231	4574	57863	Urbano	A	Antioquia	Andina	0.14
Urbanización Chico 150	Medellín	6.194212	-75.61006	34	463	Rural	C	Antioquia	Andina	0.06
Anexo Chico 151	Guayaquil	-2.214152	-79.917432	1003	8898	Urbano	B	Guayas	Costa	0.06
Caserío Bajo 152	Barranquilla	10.961241	-74.7593	111	1625	Rural	C	Atlántico	Caribe	0.14
Distrito Bajo 153	Lima	-11.91792	-77.031757	69	1701	Rural	C	Lima	Costa	0.07
Sector Nuevo 154	Iquitos	-3.760795	-73.198264	5298	51896	Urbano	A	Loreto	Selva	0.09
Pueblo Central 155	Barranquilla	10.998651	-74.701266	2144	19792	Urbano	A	Atlántico	Caribe	0.07
Sector Viejo 156	Cartagena	10.446363	-75.429112	4509	191	Comercial	A	Bolívar	Caribe	0.05
Distrito Industrial 157	Trujillo	-8.130357	-79.110191	9252	115794	Urbano	A	La Libertad	Costa	0.09
Centro Chico 158	Trujillo	-8.120985	-79.027084	3426	36449	Urbano	A	La Libertad	Costa	0.06
Villa Chico 159	Huancayo	-11.999822	-75.174775	2071	28128	Urbano	A	Junín	Sierra	0.06
Barrio Oeste 160	Medellín	6.178678	-75.544742	1099	12583	Urbano	B	Antioquia	Andina	0.09
Urbanización Bajo 161	Cochabamba	-17.311029	-66.068241	26	339	Rural	C	Cochabamba	Valles	0.08
Anexo Industrial 162	Manta	-0.934789	-80.669707	381	5771	Urbano	C	Manabí	Costa	0.11
Caserío Nuevo 163	Arequipa	-16.432318	-71.568916	1126	19595	Urbano	B	Arequipa	Sierra	0.09
Urbanización Norte 164	Manta	-0.933367	-80.722609	667	11687	Urbano	C	Manabí	Costa	0.07
Sector Este 165	Manta	-0.843148	-80.762154	367	5561	Urbano	C	Manabí	Costa	0.13
Barrio Bajo 166	Trujillo	-8.146905	-79.053368	1742	30818	Urbano	B	La Libertad	Costa	0.07
Pueblo Industrial 167	Cusco	-13.577528	-72.043049	46	786	Rural	C	Cusco	Sierra	0.09
Anexo Oeste 168	Medellín	6.266368	-75.669588	2493	40800	Urbano	A	Antioquia	Andina	0.09
Caserío Alto 169	Quito	-0.248353	-78.457832	68	2500	Rural	C	Pichincha	Sierra	0.15
Zona Comercial Sur 170	Cartagena	10.434815	-75.496135	1046	10539	Urbano	B	Bolívar	Caribe	0.1
Anexo Industrial 171	Huancayo	-12.062118	-75.323445	1782	842	Comercial	B	Junín	Sierra	0.12
Pueblo Viejo 172	Bogotá	4.776212	-74.029815	1865	21315	Urbano	B	Cundinamarca	Andina	0.09
Pueblo Central 173	Iquitos	-3.741722	-73.265322	173	2514	Rural	C	Loreto	Selva	0.08
Sector Chico 174	Cuenca	-2.930679	-78.945824	1080	11175	Urbano	B	Azuay	Sierra	0.12
Caserío Norte 175	Cartagena	10.299854	-75.499661	1691	14230	Urbano	B	Bolívar	Caribe	0.09
Barrio Central 176	Quito	-0.190837	-78.479406	4274	39222	Urbano	A	Pichincha	Sierra	0.05
Caserío Bajo 177	Bogotá	4.672794	-74.121807	1394	21593	Urbano	B	Cundinamarca	Andina	0.11
Pueblo Viejo 178	Quito	-0.209475	-78.471906	1100	15299	Urbano	B	Pichincha	Sierra	0.09
Villa Nuevo 179	Trujillo	-8.114275	-78.948696	1628	24183	Urbano	B	La Libertad	Costa	0.08
Sector Alto 180	El Alto	-16.58317	-68.167133	6916	59771	Urbano	A	La Paz	Altiplano	0.1
Zona Comercial Viejo 181	Bogotá	4.654918	-74.033896	1247	10506	Urbano	B	Cundinamarca	Andina	0.11
Caserío Bajo 182	Manta	-1.053887	-80.740544	66	2034	Rural	C	Manabí	Costa	0.11
Pueblo Este 183	Chiclayo	-6.850492	-79.903373	41	999	Rural	C	Lambayeque	Costa	0.12
Barrio Oeste 184	Manta	-0.964706	-80.682794	1268	10668	Urbano	B	Manabí	Costa	0.14
Urbanización Norte 185	Trujillo	-8.102739	-78.996373	4	153	Rural	C	La Libertad	Costa	0.06
Sector Alto 186	Barranquilla	10.968427	-74.842438	1385	19578	Urbano	B	Atlántico	Caribe	0.11
Urbanización Industrial 187	Cartagena	10.368081	-75.419467	1085	539	Comercial	B	Bolívar	Caribe	0.14
Centro Norte 188	Quito	-0.113922	-78.422882	1991	16717	Urbano	B	Pichincha	Sierra	0.11
Urbanización Este 189	Cali	3.436621	-76.57246	4801	57667	Urbano	A	Valle del Cauca	Pacífico	0.08
Caserío Norte 190	Arequipa	-16.36841	-71.496165	66	2126	Rural	C	Arequipa	Sierra	0.1
Centro Central 191	Bogotá	4.71734	-74.142603	4117	64	Comercial	A	Cundinamarca	Andina	0.14
Caserío Viejo 192	Chiclayo	-6.746106	-79.816532	1113	10948	Urbano	B	Lambayeque	Costa	0.11
Anexo Norte 193	Medellín	6.238488	-75.628435	53	1296	Rural	C	Antioquia	Andina	0.14
Zona Comercial Nuevo 194	Medellín	6.258635	-75.545066	99	2012	Rural	C	Antioquia	Andina	0.08
Distrito Oeste 195	Manta	-0.950735	-80.673917	3603	44866	Urbano	A	Manabí	Costa	0.08
Pueblo Oeste 196	Cali	3.495152	-76.602258	3713	872	Comercial	A	Valle del Cauca	Pacífico	0.1
Anexo Central 197	Chiclayo	-6.784988	-79.863983	2610	27995	Urbano	A	Lambayeque	Costa	0.12
Anexo Norte 198	Huancayo	-12.066771	-75.20138	91	1798	Rural	C	Junín	Sierra	0.1
Barrio Viejo 199	Cusco	-13.527961	-71.962749	1432	891	Comercial	B	Cusco	Sierra	0.14
Barrio Bajo 200	Barranquilla	10.943203	-74.795612	7250	64479	Urbano	A	Atlántico	Caribe	0.12
Centro Nuevo 201	Manta	-0.917493	-80.74518	389	6264	Urbano	C	Manabí	Costa	0.07
Anexo Industrial 202	Barranquilla	10.955595	-74.749766	1890	35099	Urbano	B	Atlántico	Caribe	0.1
Anexo Central 203	Quito	-0.219585	-78.392055	2734	39688	Urbano	A	Pichincha	Sierra	0.05
Caserío Alto 204	Cusco	-13.551462	-71.931021	853	7732	Urbano	B	Cusco	Sierra	0.06
Villa Central 205	Cusco	-13.559246	-72.018057	1536	22746	Urbano	B	Cusco	Sierra	0.11
Villa Sur 206	Cali	3.452211	-76.504097	550	5618	Urbano	C	Valle del Cauca	Pacífico	0.1
Distrito Central 207	Cartagena	10.497677	-75.451394	2351	31368	Urbano	A	Bolívar	Caribe	0.1
Anexo Grande 208	Lima	-11.988601	-77.020919	5113	88662	Urbano	A	Lima	Costa	0.14
Urbanización Oeste 209	Huancayo	-12.079621	-75.204359	3998	68329	Urbano	A	Junín	Sierra	0.12
Barrio Viejo 210	Cali	3.338701	-76.508169	1349	11261	Urbano	B	Valle del Cauca	Pacífico	0.14
Barrio Oeste 211	Barranquilla	10.997356	-74.866678	5583	48704	Urbano	A	Atlántico	Caribe	0.12
Villa Sur 212	La Paz	-16.639982	-68.19955	1834	15840	Urbano	B	La Paz	Altiplano	0.11
Sector Bajo 213	Cali	3.481601	-76.477208	104	2940	Rural	C	Valle del Cauca	Pacífico	0.13
Villa Nuevo 214	Barranquilla	10.884233	-74.784885	3749	40687	Urbano	A	Atlántico	Caribe	0.15
Barrio Grande 215	Cartagena	10.433798	-75.468677	294	5303	Urbano	C	Bolívar	Caribe	0.09
Pueblo Chico 216	Huancayo	-12.103637	-75.181649	2680	29217	Urbano	A	Junín	Sierra	0.14
Caserío Norte 217	Chiclayo	-6.737027	-79.852265	2707	25943	Urbano	A	Lambayeque	Costa	0.13
Villa Chico 218	Barranquilla	10.98143	-74.756752	1758	18191	Urbano	B	Atlántico	Caribe	0.13
Centro Chico 219	Barranquilla	11.020462	-74.721919	421	5326	Urbano	C	Atlántico	Caribe	0.08
Sector Viejo 220	Quito	-0.140833	-78.454932	726	9486	Urbano	C	Pichincha	Sierra	0.05
Caserío Industrial 221	Cuenca	-2.811042	-79.037591	2448	20996	Urbano	A	Azuay	Sierra	0.09
Distrito Grande 222	Chiclayo	-6.725673	-79.917228	2464	672	Comercial	A	Lambayeque	Costa	0.06
Caserío Oeste 223	Bogotá	4.643804	-74.025338	4796	54665	Urbano	A	Cundinamarca	Andina	0.12
Villa Norte 224	Barranquilla	10.877345	-74.759109	796	10881	Urbano	C	Atlántico	Caribe	0.05
Sector Este 225	Huancayo	-12.049122	-75.219336	1445	14088	Urbano	B	Junín	Sierra	0.12
Barrio Central 226	Cuenca	-2.923367	-78.995828	642	12157	Urbano	C	Azuay	Sierra	0.11
Sector Oeste 227	Trujillo	-8.160774	-78.919109	737	13211	Urbano	C	La Libertad	Costa	0.14
Distrito Alto 228	Quito	-0.142025	-78.539236	68	1723	Rural	C	Pichincha	Sierra	0.12
Villa Sur 229	El Alto	-16.480527	-68.109633	715	10038	Urbano	C	La Paz	Altiplano	0.1
Sector Este 230	Cuenca	-2.934085	-79.031487	3508	68	Comercial	A	Azuay	Sierra	0.06
Barrio Nuevo 231	Bogotá	4.706004	-73.965563	678	8186	Urbano	C	Cundinamarca	Andina	0.1
Caserío Sur 232	Guayaquil	-2.219884	-79.880631	1984	16927	Urbano	B	Guayas	Costa	0.09
Villa Sur 233	Santa Cruz	-17.87317	-63.161326	3870	761	Comercial	A	Santa Cruz	Llanos	0.14
Barrio Alto 234	Cuenca	-2.965173	-78.9893	836	13714	Urbano	B	Azuay	Sierra	0.07
Pueblo Norte 235	Cartagena	10.34032	-75.490985	2034	27686	Urbano	A	Bolívar	Caribe	0.13
Barrio Alto 236	Huancayo	-12.081612	-75.190527	57	781	Rural	C	Junín	Sierra	0.08
Anexo Norte 237	Huancayo	-12.047314	-75.262025	4346	185	Comercial	A	Junín	Sierra	0.08
Pueblo Alto 238	La Paz	-16.535959	-68.172262	868	860	Comercial	B	La Paz	Altiplano	0.13
Barrio Nuevo 239	Huancayo	-12.092436	-75.198375	80	1265	Rural	C	Junín	Sierra	0.07
Anexo Oeste 240	Cuenca	-2.861612	-78.995252	602	11258	Urbano	C	Azuay	Sierra	0.07
Pueblo Grande 241	Barranquilla	10.917862	-74.746986	7340	67820	Urbano	A	Atlántico	Caribe	0.09
Distrito Chico 242	Cartagena	10.452996	-75.38598	7767	81739	Urbano	A	Bolívar	Caribe	0.08
Caserío Nuevo 243	Barranquilla	10.924401	-74.766202	1530	14340	Urbano	B	Atlántico	Caribe	0.11
Centro Sur 244	Lima	-12.045692	-77.066876	1273	833	Comercial	B	Lima	Costa	0.09
Distrito Nuevo 245	Quito	-0.145006	-78.437229	1483	16200	Urbano	B	Pichincha	Sierra	0.06
Centro Industrial 246	Trujillo	-8.025978	-78.948065	6	167	Rural	C	La Libertad	Costa	0.15
Sector Chico 247	Medellín	6.306328	-75.534418	755	8211	Urbano	C	Antioquia	Andina	0.12
Caserío Viejo 248	Trujillo	-8.154697	-78.960114	189	2745	Urbano	C	La Libertad	Costa	0.14
Anexo Industrial 249	Barranquilla	10.9462	-74.67311	171	2517	Urbano	C	Atlántico	Caribe	0.08
Sector Oeste 250	Trujillo	-8.087497	-79.015165	4407	64028	Urbano	A	La Libertad	Costa	0.09
Pueblo Alto 251	Iquitos	-3.736919	-73.283636	1527	20784	Urbano	B	Loreto	Selva	0.07
